title,proposer,postedDate,status,admin,closedDate,lifespan,comments,dynasty
"An Emanation of Energy","lemon","17 Jun  2021 10:11:00","Failed","Josh","19 Jun 2021  19:25:32",57,11,190
"Road Bumps, Not Run-Enders","lemon","17 Jun  2021 12:22:00","Enacted","Josh","19 Jun 2021  19:26:19",55,10,190
"Inheritance","Josh","18 Jun  2021 08:57:00","Failed","Josh","19 Jun 2021  19:27:51",34,11,190
"Donâ€™t Talk To Me Until Iâ€™ve Had My Blood","Kevan","18 Jun  2021 09:04:00","Enacted","Josh","20 Jun 2021  09:23:20",48,9,190
"Bard is the Ward","Clucky","18 Jun  2021 15:10:00","Failed","Josh","20 Jun 2021  18:49:16",51,10,190
"Waiting To Be Judged","Clucky","18 Jun  2021 19:27:00","Enacted","Kevan","20 Jun 2021  19:35:00",48,6,190
"A Hundred Thousand Tealights","Kevan","19 Jun  2021 13:04:00","Enacted","Kevan","20 Jun 2021  19:37:57",30,6,190
"Reinheritance","Josh","19 Jun  2021 19:28:00","Enacted","Josh","21 Jun 2021  19:32:44",48,5,190
"Richardo von Nestor has no sense of direction","Raven1207","19 Jun  2021 20:53:00","Failed","Josh","21 Jun 2021  20:54:58",48,6,190
"Decisions, decisions","Josh","20 Jun  2021 09:22:00","Failed","Josh","22 Jun 2021  09:30:00",48,11,190
"Eject Button [Appendix]","lemon","20 Jun  2021 11:06:00","Failed","Josh","22 Jun 2021  09:31:07",46,10,190
"The crypt is about to get very boring?","ais523","20 Jun  2021 14:54:00","Failed","Josh","22 Jun 2021  14:55:26",48,19,190
"Too Much Treasure","ais523","20 Jun  2021 15:12:00","Enacted","Josh","22 Jun 2021  14:55:56",47,9,190
"The Undying [Core] [Special Case] [Appendix]","Kevan","20 Jun  2021 18:13:00","Enacted","Josh","22 Jun 2021  14:57:22",44,13,190
"When Life Gives You Lemonsâ€¦ Give Lemon Life","Clucky","21 Jun  2021 05:19:00","Enacted","Josh","22 Jun 2021  14:59:03",33,7,190
"Another Way Out","Clucky","21 Jun  2021 05:25:00","Failed","Josh","23 Jun 2021  08:38:55",51,12,190
"forget the scalpels, bring the sledgehammer!","lemon","21 Jun  2021 07:54:00","Failed","Josh","23 Jun 2021  08:39:27",48,14,190
"Blood Simple","Kevan","21 Jun  2021 08:00:00","Failed","Josh","23 Jun 2021  08:39:55",48,13,190
"Deus Vault","Brendan","21 Jun  2021 20:01:00","Enacted","Brendan","23 Jun 2021  20:04:21",48,17,190
"Energy Enrichment","Chiiika","22 Jun  2021 09:02:00","Enacted","Brendan","23 Jun 2021  20:22:56",35,7,190
"Splurge","Josh","22 Jun  2021 09:06:00","Enacted","Kevan","23 Jun 2021  20:37:37",35,15,190
"Night of the Denizens","Chiiika","22 Jun  2021 10:45:00","Enacted","Brendan","23 Jun 2021  21:18:35",34,10,190
"Wouldâ€™ve been a fun scam, but Iâ€™m still having fun","Clucky","22 Jun  2021 15:09:00","Enacted","Brendan","23 Jun 2021  21:20:37",30,15,190
"Spooky Action at a Distance","Kevan","22 Jun  2021 16:02:00","Enacted","Josh","24 Jun 2021  16:05:30",48,9,190
"Crystal Clearinghouse","Brendan","22 Jun  2021 19:58:00","Enacted","Josh","24 Jun 2021  16:06:27",44,7,190
"2 Much Treasure","lemon","23 Jun  2021 04:37:00","Failed","Josh","24 Jun 2021  16:07:57",35,9,190
"Fire & forget [Appendix]","Josh","23 Jun  2021 08:44:00","Failed","Josh","24 Jun 2021  16:08:34",31,20,190
"Whispers in the Dark","Clucky","23 Jun  2021 20:11:00","Enacted","Josh","24 Jun 2021  16:09:01",19,11,190
"You snooze, you lose","Brendan","23 Jun  2021 21:54:00","Enacted","Brendan","25 Jun 2021  22:28:57",48,10,190
"Cornering the Market","Clucky","24 Jun  2021 00:13:00","Failed","Clucky","26 Jun 2021  21:59:37",69,11,190
"3 Much Treasure","lemon","24 Jun  2021 06:08:00","Enacted","Josh","26 Jun 2021  08:54:06",50,11,190
"Punching the Wall","Kevan","24 Jun  2021 11:32:00","Enacted","Josh","26 Jun 2021  08:55:19",45,7,190
"Hunter the Hungry","Josh","24 Jun  2021 12:01:00","Failed","Josh","26 Jun 2021  08:56:26",44,10,190
"Money Pleeeeeease","Clucky","24 Jun  2021 18:03:00","Enacted","Josh","26 Jun 2021  18:44:18",48,12,190
"Ope, there goes gravity","Brendan","24 Jun  2021 19:42:00","Failed","Josh","26 Jun 2021  18:45:31",47,12,190
"laying the groundwork","lemon","25 Jun  2021 00:39:00","Enacted","Josh","26 Jun 2021  18:46:13",42,9,190
"Better go get your armour","Josh","25 Jun  2021 09:20:00","Enacted","Josh","26 Jun 2021  18:47:38",33,7,190
"Clarity in Darkness","Jason","25 Jun  2021 14:51:00","Enacted","Josh","26 Jun 2021  18:48:44",27,9,190
"Unlucky for Some","Kevan","25 Jun  2021 16:35:00","Enacted","Josh","26 Jun 2021  18:49:56",26,8,190
"Popularity Hauntest","Brendan","25 Jun  2021 22:30:00","Failed","Josh","26 Jun 2021  18:50:40",20,15,190
"There Goes My Hero","Clucky","26 Jun  2021 01:14:00","Enacted","Clucky","27 Jun 2021  16:36:25",39,9,190
"Our Denizens","ais523","26 Jun  2021 07:27:00","Enacted","Josh","28 Jun 2021  07:54:21",48,7,190
"Richardo levels up","ais523","26 Jun  2021 07:36:00","Failed","Josh","28 Jun 2021  07:58:11",48,11,190
"The Duracell Bunny","Josh","26 Jun  2021 08:57:00","Enacted","Josh","28 Jun 2021  07:58:38",47,11,190
"Gathering Dust","Kevan","26 Jun  2021 09:34:00","Enacted","Josh","28 Jun 2021  08:00:13",46,14,190
"cornerstone clarity clause","lemon","26 Jun  2021 23:25:00","Enacted","Brendan","28 Jun 2021  22:04:26",46,7,190
"The Bloodsucker Proxy","Josh","27 Jun  2021 09:45:00","Failed","Brendan","28 Jun 2021  22:29:03",36,13,190
"Step Into My Parlour","Kevan","27 Jun  2021 17:46:00","Enacted","Brendan","29 Jun 2021  18:25:55",48,11,190
"Tepesh","Josh","28 Jun  2021 08:03:00","Enacted","Josh","30 Jun 2021  08:33:25",48,19,190
"Atomic Age [Core] [Appendix]","Clucky","28 Jun  2021 15:53:00","Failed","Josh","30 Jun 2021  09:10:50",41,20,190
"Inversion of Power","Jumble","28 Jun  2021 20:27:00","Failed","Josh","30 Jun 2021  09:11:23",36,15,190
"â€œWe helped patch up Richardoâ€™s wounds. He was suffering from an undefined injury.â€","ais523","28 Jun  2021 22:40:00","Enacted","Josh","30 Jun 2021  09:11:52",34,6,190
"You canâ€™t seal us away that easily","ais523","29 Jun  2021 05:59:00","Enacted","Kevan","30 Jun 2021  10:26:12",28,9,190
"Angel of Music","Josh","29 Jun  2021 19:50:00","Enacted","Kevan","30 Jun 2021  10:29:09",14,9,190
"Little Devils","Clucky","29 Jun  2021 21:57:00","Enacted","Brendan","30 Jun 2021  17:27:31",19,8,190
"Tepesh Mode","Josh","30 Jun  2021 08:45:00","Enacted","Josh","02 Jul 2021  12:24:02",51,10,190
"[Core][Appendix] Defining slotlessness","ais523","30 Jun  2021 14:13:00","Failed","Josh","02 Jul 2021  12:26:38",46,18,190
"Angel of Music","Clucky","30 Jun  2021 16:14:00","Enacted","Josh","02 Jul 2021  12:27:05",44,10,190
"Rubber Fangs","Kevan","30 Jun  2021 17:20:00","Failed","Josh","02 Jul 2021  17:48:54",48,16,190
"Shadowy Benefactors","Brendan","30 Jun  2021 19:15:00","Failed","Josh","02 Jul 2021  17:49:37",46,16,190
"The Ever-Changing Crypt","lemon","30 Jun  2021 23:22:00","Enacted","Josh","02 Jul 2021  17:50:11",42,7,190
"Sprucing up a bit","lemon","01 Jul  2021 00:11:00","Enacted","Josh","02 Jul 2021  17:51:12",41,6,190
"Temporary Tattoos","Josh","01 Jul  2021 09:34:00","Enacted","Josh","03 Jul 2021  09:45:05",48,14,190
"[Cleanup] Senior Deckchair Organisation Officer","Josh","01 Jul  2021 11:20:00","Enacted","Josh","03 Jul 2021  11:40:59",48,17,190
"Clean Sweep","Kevan","01 Jul  2021 17:26:00","Enacted","Josh","03 Jul 2021  18:38:15",49,9,190
"[Appendix] Fixing a bug from several dynasties ago","ais523","02 Jul  2021 03:48:00","Enacted","Josh","03 Jul 2021  18:39:04",38,10,190
"Tinkering","Josh","02 Jul  2021 12:39:00","Failed","Josh","04 Jul 2021  10:56:16",46,12,190
"AB+ Testing","Brendan","02 Jul  2021 16:17:00","Enacted","Brendan","04 Jul 2021  14:55:54",46,8,190
"A Nudge is All It Takes","Clucky","03 Jul  2021 16:48:00","Failed","Josh","05 Jul 2021  17:45:21",48,12,190
"A Flavour Kind Of A Flavour [Appendix]","Josh","03 Jul  2021 18:41:00","Enacted","Josh","05 Jul 2021  19:19:39",48,12,190
"Sense of Direction","ais523","04 Jul  2021 06:49:00","Enacted","Josh","06 Jul 2021  08:59:10",50,14,190
"The Old Ones","Kevan","04 Jul  2021 08:36:00","Enacted","Josh","06 Jul 2021  09:02:29",48,13,190
"Be Very Afraid","Kevan","04 Jul  2021 09:41:00","Enacted","Josh","06 Jul 2021  09:03:26",47,13,190
"Hell on Wheels","Josh","04 Jul  2021 10:57:00","Failed","Josh","06 Jul 2021  09:04:55",46,16,190
"Press-Fanging","lemon","04 Jul  2021 12:44:00","Enacted","Josh","06 Jul 2021  09:05:34",44,8,190
"Fixing Fear","ais523","04 Jul  2021 16:58:00","Enacted","Josh","07 Jul 2021  08:14:45",63,8,190
"Mister Sneaky","Clucky","05 Jul  2021 01:54:00","Failed","Josh","07 Jul 2021  08:16:55",54,12,190
"Richardoâ€™s Twelfth Expedition","Josh","05 Jul  2021 12:15:00","Illegal","Josh","05 Jul 2021  12:48:27",0,0,190
"Disenchanting the Forgotten Corridor","lemon","05 Jul  2021 13:35:00","Failed","Josh","07 Jul 2021  08:17:23",42,18,190
"Drag and Drop","Jumble","05 Jul  2021 18:15:00","Failed","Kevan","07 Jul 2021  18:30:54",48,5,190
"Killshot","Clucky","05 Jul  2021 20:06:00","Failed","Brendan","07 Jul 2021  20:34:46",48,8,190
"The Iron Cross","Josh","06 Jul  2021 09:07:00","Enacted","Brendan","07 Jul 2021  20:46:15",35,7,190
"just the temporary effects part","lemon","06 Jul  2021 09:49:00","Enacted","Kevan","08 Jul 2021  07:00:48",45,8,190
"Live, Laugh, Veto [Appendix]","Kevan","06 Jul  2021 13:39:00","Failed","Kevan","08 Jul 2021  13:42:43",48,24,190
"Get Smart, Richardo","Josh","07 Jul  2021 09:04:00","Failed","Kevan","08 Jul 2021  16:52:28",31,18,190
"Quick Change","Kevan","07 Jul  2021 10:18:00","Enacted","Kevan","08 Jul 2021  16:53:21",30,8,190
"Systematic Scouring","ais523","07 Jul  2021 17:46:00","Failed","Josh","09 Jul 2021  17:54:11",48,13,190
"A Moment Frozen In Time","ais523","08 Jul  2021 01:57:00","Failed","Josh","09 Jul 2021  19:21:22",41,9,190
"The Children of the Night","Kevan","08 Jul  2021 14:03:00","Enacted","?","10 Jul 2021  14:15:45",48,15,190
"A pun on â€˜Alucardâ€™ and â€˜Alacrityâ€™, Iâ€™ll figure it out later","Josh","08 Jul  2021 16:54:00","Failed","Josh","10 Jul 2021  14:19:03",45,13,190
"Transylvaninflation","Brendan","08 Jul  2021 21:10:00","Failed","Josh","10 Jul 2021  14:19:33",41,16,190
"Exploration Reform Mk ... III?","lemon","09 Jul  2021 00:32:00","Enacted","Kevan","10 Jul 2021  15:58:08",39,8,190
"Waxing Gibbous","Jumble","09 Jul  2021 01:50:00","Enacted","Kevan","10 Jul 2021  16:00:35",38,13,190
"First Mover Advantage","Josh","09 Jul  2021 08:32:00","Failed","Josh","11 Jul 2021  09:03:26",48,8,190
"Pulling Out The Stops","Kevan","09 Jul  2021 08:47:00","Enacted","Josh","11 Jul 2021  09:40:12",48,9,190
"Player Piano","Clucky","09 Jul  2021 16:40:00","Enacted","Josh","11 Jul 2021  09:42:42",41,8,190
"Sprucing up the map a bit","ais523","09 Jul  2021 19:53:00","Enacted","Josh","11 Jul 2021  09:44:01",37,6,190
"Crystal Ball","Clucky","09 Jul  2021 20:36:00","Failed","Josh","11 Jul 2021  20:39:33",48,12,190
"Count Von Count","Brendan","09 Jul  2021 20:51:00","Failed","Josh","11 Jul 2021  20:40:00",47,19,190
"An Escalation of Crystals","ais523","09 Jul  2021 21:37:00","Enacted","Josh","11 Jul 2021  21:55:12",48,7,190
"Brendan why","Jumble","10 Jul  2021 13:01:00","Failed","Jumble","12 Jul 2021  02:42:14",37,19,190
"Soft Deferentials","Jumble","10 Jul  2021 20:08:00","Failed","Jumble","12 Jul 2021  02:42:47",30,12,190
"The Rule of Threes","Josh","10 Jul  2021 22:57:00","Enacted","Jumble","12 Jul 2021  02:46:27",27,7,190
"Waning Gibbous","lemon","10 Jul  2021 23:23:00","Enacted","Kevan","12 Jul 2021  09:32:51",34,9,190
"Proper Mischief","lemon","11 Jul  2021 10:00:00","Enacted","Kevan","12 Jul 2021  09:34:21",23,6,190
"The Crypt Never Sleeps","Josh","11 Jul  2021 12:37:00","Enacted","Josh","12 Jul 2021  16:16:11",27,18,190
"Richardo Is Not A Bumble","Clucky","11 Jul  2021 16:38:00","Failed","Josh","12 Jul 2021  16:21:52",23,11,190
"Smells Like Vamp Spirit","Clucky","11 Jul  2021 20:40:00","Enacted","Brendan","13 Jul 2021  17:30:41",44,14,190
"The Order of von Nestor","Josh","12 Jul  2021 08:52:00","Failed","?","14 Jul 2021  14:20:39",53,13,190
"You canâ€™t fool me twice","ais523","13 Jul  2021 04:27:00","Failed","Josh","15 Jul 2021  08:16:54",51,6,190
"Creature Feature","Josh","13 Jul  2021 08:57:00","Enacted","Josh","15 Jul 2021  08:17:32",47,10,190
"Whatâ€™s a Chamber without a way to horribly injure yourself?","Jumble","13 Jul  2021 12:19:00","Failed","Josh","15 Jul 2021  08:20:38",44,5,190
"Penolpaâ€™s Purification Project","Clucky","13 Jul  2021 18:33:00","Enacted","Josh","15 Jul 2021  08:21:07",37,17,190
"A New Beginning","Josh","14 Jul  2021 14:21:00","Failed","Josh","15 Jul 2021  08:23:17",18,14,190
"Inevitable Decay","Jumble","14 Jul  2021 17:41:00","Enacted","Clucky","15 Jul 2021  17:43:58",24,13,190
"My Songs Know What Richardo Did In The Dark","Clucky","14 Jul  2021 18:19:00","Enacted","Clucky","15 Jul 2021  17:44:50",23,6,190
"Reasonable Entrances","lemon","15 Jul  2021 00:20:00","Enacted","Brendan","15 Jul 2021  20:39:35",20,5,190
"Dracula is getting bored","Josh","15 Jul  2021 08:26:00","Failed","Kevan","16 Jul 2021  09:01:47",24,10,190
"The Comfy Chair","Kevan","15 Jul  2021 14:08:00","Enacted","Kevan","17 Jul 2021  15:13:36",49,13,190
"Ready Set Go","Clucky","15 Jul  2021 14:40:00","Failed","Jumble","17 Jul 2021  15:24:05",48,7,190
"HALLELUJAH!","Clucky","15 Jul  2021 18:50:00","Failed","Kevan","17 Jul 2021  19:11:49",48,12,190
"Dust to Bust","Brendan","15 Jul  2021 22:37:00","Failed","Kevan","17 Jul 2021  19:12:41",44,8,190
"Fine, Iâ€™ll Do It Myself","Josh","16 Jul  2021 09:08:00","Failed","Jumble","18 Jul 2021  14:49:49",53,10,190
"Itâ€™s Dangerous to Go Alone","Kevan","16 Jul  2021 15:46:00","Enacted","Clucky","18 Jul 2021  22:11:34",54,6,190
"Wow, look, nothing!","Jumble","16 Jul  2021 21:54:00","Enacted","Clucky","18 Jul 2021  22:13:42",48,8,190
"Absence of Impurity","Jumble","16 Jul  2021 23:26:00","Failed","Clucky","18 Jul 2021  22:15:17",46,9,190
"United Colours","Josh","17 Jul  2021 08:48:00","Enacted","Josh","19 Jul 2021  08:28:05",47,13,190
"Cleaning up the remaining cases of untracked Purity","ais523","17 Jul  2021 16:10:00","Enacted","Josh","19 Jul 2021  08:33:21",40,6,190
"If you clean a wall, that doesnâ€™t make a door","ais523","17 Jul  2021 16:32:00","Failed","Josh","19 Jul 2021  17:03:42",48,11,190
"You still canâ€™t take it with you","Brendan","19 Jul  2021 03:54:00","Failed","Brendan","19 Jul 2021  23:45:35",19,8,190
"Pandoraâ€™s Loot Chest","Josh","19 Jul  2021 08:35:00","Enacted","Kevan","20 Jul 2021  17:03:08",32,13,190
"Pole Revision","Brendan","19 Jul  2021 18:15:00","Enacted","Kevan","20 Jul 2021  17:05:24",22,11,190
"Ritual Casting","Clucky","19 Jul  2021 23:42:00","Failed","Kevan","21 Jul 2021  10:22:32",34,10,190
"Disruption Junction","Clucky","19 Jul  2021 23:48:00","Failed","Kevan","21 Jul 2021  10:23:08",34,6,190
"Dirty Pool","Josh","20 Jul  2021 09:09:00","Failed","Kevan","21 Jul 2021  10:25:04",25,13,190
"Just sign the contract, Jerry","Brendan","20 Jul  2021 20:54:00","Failed","Brendan","21 Jul 2021  22:34:17",25,14,190
"A cleaner pool","ais523","20 Jul  2021 21:14:00","Enacted","Brendan","22 Jul 2021  17:33:28",44,9,190
"Mobile Monsters","lemon","21 Jul  2021 00:51:00","Failed","Brendan","22 Jul 2021  17:36:56",40,11,190
"Waxing Half-Moon","Jumble","21 Jul  2021 03:28:00","Enacted","Brendan","22 Jul 2021  17:49:38",38,10,190
"ðŸŽ‰BLOOD FRENZYðŸŽ‰","Jumble","21 Jul  2021 03:39:00","Failed","Brendan","23 Jul 2021  16:52:45",61,7,190
"Daywalkers","Josh","21 Jul  2021 11:03:00","Failed","Brendan","22 Jul 2021  17:51:55",30,10,190
"All Charged Up","Clucky","21 Jul  2021 15:35:00","Failed","Brendan","22 Jul 2021  17:53:28",26,15,190
"All In","Clucky","21 Jul  2021 15:45:00","Failed","Brendan","22 Jul 2021  17:54:06",26,7,190
"Simply Slithering","lemon","22 Jul  2021 01:07:00","Failed","Josh","24 Jul 2021  07:04:51",53,5,190
"Ask Not For Whom The Organ Bwaaaaaaaabs","Josh","22 Jul  2021 08:14:00","Failed","Josh","24 Jul 2021  07:05:22",46,17,190
"Enough Stalling","Clucky","22 Jul  2021 18:08:00","Enacted","Josh","24 Jul 2021  18:32:08",48,14,190
"Itâ€™s not a good scam if I canâ€™t use it","Brendan","22 Jul  2021 19:26:00","Enacted","Josh","24 Jul 2021  18:34:49",47,9,190
"Iâ€™m Richardo","ais523","22 Jul  2021 21:17:00","Enacted","Josh","24 Jul 2021  18:36:06",45,6,190
"Medium Rare","Kevan","23 Jul  2021 08:55:00","Enacted","Josh","24 Jul 2021  18:37:46",33,8,190
"State of Game","Josh","23 Jul  2021 11:23:00","Failed","Josh","25 Jul 2021  09:37:53",46,13,190
"Pressing Pause","Kevan","23 Jul  2021 12:35:00","Enacted","Brendan","25 Jul 2021  14:20:48",49,6,190
"Blood in the Cauldron","Clucky","23 Jul  2021 15:49:00","Failed","Brendan","25 Jul 2021  14:22:43",46,10,190
"Food for the Soulless","ais523","23 Jul  2021 22:59:00","Failed","Josh","26 Jul 2021  07:41:33",56,15,190
"Every Enaction Has An Equal And Opposite Reenaction","Josh","24 Jul  2021 07:06:00","Enacted","Josh","26 Jul 2021  07:41:54",48,21,190
"return 4; [Appendix]","Clucky","24 Jul  2021 19:06:00","Enacted","Brendan","26 Jul 2021  16:11:07",45,7,190
"Victory fix","ais523","25 Jul  2021 03:48:00","Enacted","Brendan","26 Jul 2021  16:12:41",36,4,190
"Which Witch is Which","Josh","25 Jul  2021 09:37:00","Failed","?","27 Jul 2021  09:48:24",48,16,190
"Witches Get Stiches","Clucky","26 Jul  2021 04:05:00","Failed","?","27 Jul 2021  16:33:27",36,11,190
"Coffin Nails","Kevan","26 Jul  2021 11:39:00","Enacted","Kevan","27 Jul 2021  18:20:56",30,4,190
"The Sigil/Glyph Exclusion Principle","ais523","26 Jul  2021 14:15:00","Enacted","Brendan","28 Jul 2021  00:20:49",34,8,190
"Must Get The Shinyâ€¦.","Clucky","26 Jul  2021 21:56:00","Failed","Kevan","28 Jul 2021  10:32:26",36,10,190
"3 Witch, 3 Furious","Josh","27 Jul  2021 09:18:00","Failed","Kevan","28 Jul 2021  10:32:59",25,7,190
"Drac To The Future","Clucky","27 Jul  2021 16:33:00","Failed","Kevan","28 Jul 2021  18:00:47",25,17,190
"The Everlasting Night Ends","Chiiika","27 Jul  2021 18:34:00","Failed","Kevan","28 Jul 2021  18:01:17",23,9,190
"Dependency Issue [Appendix]","Chiiika","27 Jul  2021 19:21:00","Failed","Jumble","28 Jul 2021  23:21:45",28,3,190
"The Mysterious Clock","Josh","28 Jul  2021 08:26:00","Enacted","Jumble","29 Jul 2021  13:55:16",29,9,190
"[Appendix] Half the Pressure","Jumble","28 Jul  2021 08:55:00","Enacted","Josh","30 Jul 2021  09:22:39",48,10,190
"Nailed It!","Clucky","28 Jul  2021 15:59:00","Failed","Kevan","30 Jul 2021  09:46:25",41,11,190
"The Everlasting Night Soon Ends","Chiiika","28 Jul  2021 20:19:00","Failed","Kevan","30 Jul 2021  11:19:51",39,12,190
"Betterment of the Ruleset, one Proposal at a Time #Replacement_Edition [Appendix]","Chiiika","29 Jul  2021 06:05:00","Failed","Clucky","30 Jul 2021  15:58:00",33,13,190
"Less crunchy","Josh","29 Jul  2021 09:34:00","Failed","Brendan","30 Jul 2021  22:19:38",36,10,190
"The Crystal Dome","Kevan","29 Jul  2021 12:17:00","Enacted","Clucky","31 Jul 2021  00:46:29",36,33,190
"One Last Ride","Clucky","29 Jul  2021 15:10:00","Failed","Josh","31 Jul 2021  08:45:05",41,18,190
"Final Fight","Josh","29 Jul  2021 15:59:00","Failed","Josh","31 Jul 2021  08:45:35",40,11,190
"The Order of Vampires","Kevan","30 Jul  2021 14:06:00","Vetoed","Josh","01 Aug 2021  20:26:54",54,19,190
"Merit Me (Appendix)","Clucky","30 Jul  2021 17:28:00","Failed","Josh","01 Aug 2021  20:27:37",50,10,190
"A clash betweenâ€¦","Jumble","01 Aug  2021 20:35:00","Enacted","Josh","02 Aug 2021  12:18:55",15,11,191
"Set the Stage","Jumble","01 Aug  2021 20:37:00","Enacted","Josh","02 Aug 2021  12:19:55",15,20,191
"This Means War","lemon","01 Aug  2021 20:40:00","Failed","Brendan","02 Aug 2021  16:47:25",20,25,191
"[Core][Appendix][Special Case] So what is a vote, anyway?","ais523","01 Aug  2021 20:41:00","Failed","Brendan","02 Aug 2021  16:49:19",20,24,191
"Bloodied Steel","lemon","01 Aug  2021 20:43:00","Enacted","Kevan","02 Aug 2021  17:22:42",20,13,191
